,year,country,continent,population,fertility,life expectancy
583,1952,Trinidad and Tobago,North America,675742.0,5.29,57.85
584,1952,Tunisia,Africa,3773357.0,6.73,39.33
585,1952,Turkey,Asia,22393931.0,6.64,41.68
586,1952,Turkmenistan,Asia,1252660.0,6.0,51.34
587,1952,Uganda,Africa,5455540.0,6.9,40.51
588,1952,Ukraine,Europe,38360511.0,2.81,62.94
589,1952,United Arab Emirates,Asia,69813.0,6.97,43.04
590,1952,United Kingdom,Europe,50683596.0,2.15,69.55
591,1952,United States,North America,162280405.0,3.3,68.44
592,1952,Uruguay,South America,2286264.0,2.72,66.11
593,1952,Uzbekistan,Asia,7265172.0,5.91,55.78
594,1952,Vanuatu,Australia and Oceania,50295.0,7.62,41.36
595,1952,Venezuela,South America,5989555.0,6.46,55.24
598,1952,Vietnam,Asia,25976838.0,5.31,52.81
600,1952,Yemen,Asia,4546100.0,7.27,24.96
601,1952,Zambia,Africa,2438575.0,6.74,43.79
602,1952,Zimbabwe,Africa,2918424.0,6.78,49.25
603,1953,Afghanistan,Asia,8038312.0,7.67,28.19
604,1953,Albania,Europe,1348097.0,6.21,55.85
605,1953,Algeria,Africa,9405445.0,7.65,43.96
606,1953,Angola,Africa,4621691.0,7.02,32.14
607,1953,Antigua and Barbuda,North America,51092.0,4.52,59.34
608,1953,Argentina,South America,18224150.0,3.15,63.1
609,1953,Armenia,Europe,1463017.0,4.48,63.6
611,1953,Australia,Australia and Oceania,8821938.0,3.19,69.69
612,1953,Austria,Europe,6932427.0,2.09,67.27
613,1953,Azerbaijan,Europe,3133703.0,5.44,58.36
614,1953,Bahamas,North America,83371.0,4.06,59.67
615,1953,Bahrain,Asia,123593.0,6.95,43.26
616,1953,Bangladesh,Asia,40302266.0,6.39,43.19
617,1953,Barbados,North America,222808.0,4.39,57.99
618,1953,Belarus,Europe,7724108.0,2.63,65.96
619,1953,Belgium,Europe,8770196.0,2.35,68.33
620,1953,Belize,North America,75554.0,6.64,56.27
621,1953,Benin,Africa,2274130.0,5.88,34.64
622,1953,Bhutan,Asia,190810.0,6.67,32.01
623,1953,Bolivia,South America,3248462.0,6.76,41.28
624,1953,Bosnia and Herzegovina,Europe,2819107.0,4.76,55.7
625,1953,Botswana,Africa,448437.0,6.51,47.66
626,1953,Brazil,South America,59053267.0,6.14,51.62
627,1953,Brunei,Asia,56958.0,6.84,58.22
628,1953,Bulgaria,Europe,7418765.0,2.49,64.16
630,1953,Burundi,Africa,2445836.0,6.79,38.72
631,1953,Cambodia,Asia,4784792.0,6.95,41.08
632,1953,Cameroon,Africa,4704556.0,5.47,39.94
633,1953,Canada,North America,14882050.0,3.7,69.1
634,1953,Cape Verde,Africa,194839.0,6.58,48.81
635,1953,Central African Republic,Africa,1367805.0,5.55,34.26
636,1953,Chad,Africa,2636785.0,6.11,38.09
638,1953,Chile,South America,6561033.0,5.04,54.79
639,1953,China,Asia,580886559.0,5.67,43.85
640,1953,Colombia,South America,13438645.0,6.75,52.08
641,1953,Comoros,Africa,166839.0,6.09,41.25
644,1953,Costa Rica,North America,1048222.0,6.77,57.79
646,1953,Croatia,Europe,3959119.0,2.71,61.6
647,1953,Cuba,North America,6304524.0,3.96,59.71
648,1953,Cyprus,Europe,513435.0,3.66,67.03
649,1953,Czech Republic,Europe,9200240.0,2.63,67.64
650,1953,Denmark,Europe,4379141.0,2.6,71.2
651,1953,Djibouti,Africa,66273.0,6.31,42.31
652,1953,Dominican Republic,North America,2600801.0,7.63,47.39
653,1953,Ecuador,South America,3752131.0,6.72,49.23
654,1953,Egypt,Africa,22458402.0,6.64,42.03
655,1953,El Salvador,North America,2324558.0,6.33,45.99
656,1953,Equatorial Guinea,Africa,234512.0,5.5,35.25
657,1953,Eritrea,Africa,1208141.0,6.98,37.02
658,1953,Estonia,Europe,1136906.0,2.05,63.7
659,1953,Ethiopia,Africa,19184239.0,7.12,33.8
660,1953,Fiji,Australia and Oceania,314352.0,6.73,52.38
661,1953,Finland,Europe,4142353.0,2.96,66.63
662,1953,France,Europe,42724452.0,2.72,67.4
665,1953,Gabon,Africa,479237.0,3.99,36.8
666,1953,Gambia,Africa,283502.0,5.3,32.78
667,1953,Georgia,Europe,3710132.0,2.97,60.75
668,1953,Germany,Europe,70720721.0,2.14,67.7
669,1953,Ghana,Africa,5339179.0,6.46,42.76
670,1953,Greece,Europe,7779457.0,2.3,65.92
672,1953,Grenada,North America,78103.0,5.97,56.97
675,1953,Guatemala,North America,3424050.0,6.93,42.83
676,1953,Guinea,Africa,3228112.0,6.01,33.74
677,1953,Guinea-Bissau,Africa,559688.0,7.09,40.42
678,1953,Guyana,South America,452260.0,5.71,57.85
679,1953,Haiti,North America,3390047.0,6.3,37.87
680,1953,Honduras,North America,1615739.0,7.51,42.95
682,1953,Hungary,Europe,9691114.0,2.67,63.89
683,1953,Iceland,Europe,150779.0,3.93,72.39
684,1953,India,Asia,395137696.0,5.91,36.44
685,1953,Indonesia,Asia,73866520.0,5.53,38.86
686,1953,Iran,Asia,18368896.0,6.91,41.56
687,1953,Iraq,Asia,6216130.0,7.07,38.04
688,1953,Ireland,Europe,2921360.0,3.39,68.3
689,1953,Israel,Asia,1546239.0,4.21,65.62
690,1953,Italy,Europe,47748689.0,2.33,66.56
691,1953,Jamaica,North America,1496629.0,4.33,60.07
692,1953,Japan,Asia,86378004.0,2.86,63.36
693,1953,Jordan,Asia,574887.0,7.32,47.34
694,1953,Kazakhstan,Asia,7315507.0,4.43,55.63
695,1953,Kenya,Africa,6593123.0,7.51,43.16
696,1953,Kiribati,Australia and Oceania,35004.0,6.22,43.05
697,1953,North Korea,Asia,9957244.0,3.92,31.74
698,1953,South Korea,Asia,19979069.0,5.35,45.02
699,1953,Kuwait,Asia,181957.0,7.2,55.27
702,1953,Latvia,Europe,1979028.0,2.0,63.19
703,1953,Lebanon,Asia,1434845.0,5.73,60.45
704,1953,Lesotho,Africa,765564.0,5.85,42.72
705,1953,Liberia,Africa,973896.0,6.28,33.6
706,1953,Libya,Africa,1175887.0,7.29,37.66
707,1953,Lithuania,Europe,2591999.0,2.72,65.14
708,1953,Luxembourg,Europe,301505.0,2.01,66.04
711,1953,Madagascar,Africa,4348239.0,7.3,37.86
712,1953,Malawi,Africa,3124731.0,6.78,36.81
713,1953,Malaysia,Asia,6618274.0,6.24,55.39
714,1953,Maldives,Asia,76483.0,6.15,34.49
715,1953,Mali,Africa,4864754.0,6.51,28.04
716,1953,Malta,Europe,313505.0,4.12,66.35
718,1953,Mauritania,Africa,709098.0,6.4,39.14
719,1953,Mauritius,Africa,537048.0,5.84,50.68
721,1953,Mexico,North America,30634216.0,6.73,51.42
723,1953,Moldova,Europe,2491068.0,3.51,59.42
724,1953,Mongolia,Asia,823060.0,5.61,43.83
725,1953,Montenegro,Europe,421735.0,4.02,59.91
726,1953,Morocco,Africa,9837752.0,6.63,46.58
727,1953,Mozambique,Africa,6607094.0,6.6,33.58
729,1953,Namibia,Africa,515040.0,6.01,42.23
730,1953,Nepal,Asia,8982216.0,5.99,36.48
731,1953,Netherlands,Europe,10407107.0,3.03,71.7
734,1953,New Zealand,Australia and Oceania,2040015.0,3.39,70.25
735,1953,Nicaragua,North America,1414276.0,7.3,44.98
736,1953,Niger,Africa,2797435.0,6.89,35.83
737,1953,Nigeria,Africa,39707796.0,6.35,36.25
738,1953,Norway,Europe,3366281.0,2.66,73.2
739,1953,Oman,Asia,477437.0,7.25,37.81
740,1953,Pakistan,Asia,39065871.0,6.6,39.26
741,1953,Panama,North America,928713.0,5.79,57.56
742,1953,Papua New Guinea,Australia and Oceania,1773331.0,6.24,35.04
743,1953,Paraguay,South America,1590497.0,6.5,64.33
744,1953,Peru,South America,8340379.0,6.85,44.91
745,1953,Philippines,Asia,20670541.0,7.42,56.23
746,1953,Poland,Europe,26236679.0,3.62,61.96
747,1953,Portugal,Europe,8532193.0,3.1,61.11
749,1953,Qatar,Asia,32029.0,6.97,55.47
751,1953,Romania,Europe,17005725.0,3.22,61.19
753,1953,Rwanda,Africa,2378442.0,8.02,40.66
756,1953,Samoa,Australia and Oceania,89235.0,7.63,47.3
757,1953,Sao Tome and Principe,Africa,58163.0,6.19,47.01
758,1953,Saudi Arabia,Asia,3372617.0,7.17,43.47
759,1953,Senegal,Africa,2647955.0,6.6,35.88
760,1953,Serbia,Europe,7063169.0,3.15,59.61
761,1953,Seychelles,Africa,37966.0,4.95,57.45
762,1953,Sierra Leone,Africa,2005162.0,5.76,32.62
763,1953,Singapore,Asia,1178074.0,6.66,60.41
765,1953,Slovenia,Europe,1502837.0,2.54,65.83
766,1953,Solomon Islands,Australia and Oceania,96561.0,6.4,46.53
767,1953,Somalia,Africa,2397067.0,7.25,35.07
768,1953,South Africa,Africa,14665139.0,6.29,45.37
769,1953,Spain,Europe,28641790.0,2.55,65.79
770,1953,Sri Lanka,Asia,8489249.0,5.86,55.32
771,1953,Sudan,Africa,6200492.0,6.64,45.71
772,1953,Suriname,South America,236348.0,6.55,56.93
773,1953,Swaziland,Africa,292189.0,6.7,41.98
774,1953,Sweden,Europe,7173121.0,2.27,71.88
775,1953,Switzerland,Europe,4851987.0,2.3,69.55
776,1953,Syria,Asia,3697041.0,7.24,49.02
778,1953,Tajikistan,Asia,1674117.0,6.03,53.87
779,1953,Tanzania,Africa,8274747.0,6.75,42.69
780,1953,Thailand,Asia,22436536.0,6.14,51.9
782,1953,Togo,Africa,1452091.0,6.33,36.15
783,1953,Tonga,Australia and Oceania,52784.0,7.29,58.7
784,1953,Trinidad and Tobago,North America,695467.0,5.31,58.39
785,1953,Tunisia,Africa,3838499.0,6.74,39.68
786,1953,Turkey,Asia,22999018.0,6.61,42.2
787,1953,Turkmenistan,Asia,1282584.0,5.91,51.79
788,1953,Uganda,Africa,5601243.0,6.9,41.08
789,1953,Ukraine,Europe,38916265.0,2.85,63.63
790,1953,United Arab Emirates,Asia,73184.0,6.98,44.22
791,1953,United Kingdom,Europe,50792671.0,2.2,69.82
792,1953,United States,North America,164941716.0,3.37,68.79
793,1953,Uruguay,South America,2313208.0,2.74,66.28
794,1953,Uzbekistan,Asia,7428993.0,6.04,56.23
795,1953,Vanuatu,Australia and Oceania,51774.0,7.58,41.94
796,1953,Venezuela,South America,6244652.0,6.43,55.84
799,1953,Vietnam,Asia,26646172.0,5.52,53.6
801,1953,Yemen,Asia,4618871.0,7.27,25.92
802,1953,Zambia,Africa,2504147.0,6.76,44.38
803,1953,Zimbabwe,Africa,3010186.0,6.81,49.75
804,1954,Afghanistan,Asia,8150037.0,7.67,28.73
805,1954,Albania,Europe,1382881.0,6.31,56.59
806,1954,Algeria,Africa,9609507.0,7.65,44.44
807,1954,Angola,Africa,4714970.0,7.06,32.69
808,1954,Antigua and Barbuda,North America,51979.0,4.53,59.87
809,1954,Argentina,South America,18579041.0,3.15,63.59
810,1954,Armenia,Europe,1511188.0,4.48,64.07
812,1954,Australia,Australia and Oceania,9014508.0,3.19,69.84
813,1954,Austria,Europe,6939230.0,2.16,67.3
814,1954,Azerbaijan,Europe,3228233.0,5.41,58.79
815,1954,Bahamas,North America,85776.0,4.12,60.03
816,1954,Bahrain,Asia,128333.0,6.94,44.27
817,1954,Bangladesh,Asia,41170306.0,6.45,43.54
818,1954,Barbados,North America,225263.0,4.36,58.56
819,1954,Belarus,Europe,7755576.0,2.67,66.37
820,1954,Belgium,Europe,8820161.0,2.38,68.59
821,1954,Belize,North America,77686.0,6.62,56.82
822,1954,Benin,Africa,2287225.0,5.94,35.19
823,1954,Bhutan,Asia,195449.0,6.67,32.56
824,1954,Bolivia,South America,3305835.0,6.77,41.64
825,1954,Bosnia and Herzegovina,Europe,2875641.0,4.64,56.85
826,1954,Botswana,Africa,459206.0,6.52,48.05
827,1954,Brazil,South America,60838782.0,6.14,52.14
828,1954,Brunei,Asia,60104.0,6.66,58.83
829,1954,Bulgaria,Europe,7479367.0,2.43,64.43
831,1954,Burundi,Africa,2487929.0,6.79,38.98
832,1954,Cambodia,Asia,4914447.0,6.95,41.32
833,1954,Cameroon,Africa,4787832.0,5.47,40.41
834,1954,Canada,North America,15300472.0,3.81,69.96
835,1954,Cape Verde,Africa,196632.0,6.62,49.0
836,1954,Central African Republic,Africa,1383078.0,5.6,34.72
837,1954,Chad,Africa,2685842.0,6.13,38.49
839,1954,Chile,South America,6709188.0,5.18,55.03
840,1954,China,Asia,589955812.0,5.96,45.7
841,1954,Colombia,South America,13824721.0,6.75,53.16
842,1954,Comoros,Africa,170019.0,6.22,41.61
845,1954,Costa Rica,North America,1082879.0,6.86,58.38
847,1954,Croatia,Europe,3995136.0,2.63,62.1
848,1954,Cuba,North America,6424173.0,3.78,60.29
849,1954,Cyprus,Europe,521187.0,3.61,67.45
850,1954,Czech Republic,Europe,9283156.0,2.56,68.14
851,1954,Denmark,Europe,4410435.0,2.54,71.4
852,1954,Djibouti,Africa,67877.0,6.32,42.77
853,1954,Dominican Republic,North America,2688701.0,7.66,48.27
854,1954,Ecuador,South America,3852857.0,6.72,49.87
855,1954,Egypt,Africa,23043035.0,6.65,43.22
856,1954,El Salvador,North America,2374972.0,6.4,46.9
857,1954,Equatorial Guinea,Africa,235993.0,5.5,35.59
858,1954,Eritrea,Africa,1232905.0,6.99,37.29
859,1954,Estonia,Europe,1148217.0,2.04,65.05
860,1954,Ethiopia,Africa,19559974.0,7.05,34.23
861,1954,Fiji,Australia and Oceania,324480.0,6.82,52.9
862,1954,Finland,Europe,4189559.0,2.93,67.59
863,1954,France,Europe,43118110.0,2.7,68.27
866,1954,Gabon,Africa,480768.0,4.03,37.19
867,1954,Gambia,Africa,292713.0,5.33,33.22
868,1954,Georgia,Europe,3774810.0,2.94,61.15
869,1954,Germany,Europe,71015688.0,2.17,68.0
870,1954,Ghana,Africa,5504255.0,6.5,43.3
871,1954,Greece,Europe,7856029.0,2.3,66.16
873,1954,Grenada,North America,79432.0,6.22,57.52
876,1954,Guatemala,North America,3518608.0,6.83,43.27
877,1954,Guinea,Africa,3271196.0,6.02,34.04
878,1954,Guinea-Bissau,Africa,567406.0,6.68,40.81
879,1954,Guyana,South America,468805.0,5.81,58.04
880,1954,Haiti,North America,3450856.0,6.3,38.5
881,1954,Honduras,North America,1665566.0,7.51,43.54
883,1954,Hungary,Europe,9768149.0,2.6,65.46
884,1954,Iceland,Europe,154110.0,4.02,73.45
885,1954,India,Asia,402065915.0,5.91,37.11
886,1954,Indonesia,Asia,75539738.0,5.58,39.78
887,1954,Iran,Asia,18822605.0,6.91,42.19
888,1954,Iraq,Asia,6360435.0,6.76,39.45
889,1954,Ireland,Europe,2912747.0,3.4,68.44
890,1954,Israel,Asia,1635786.0,4.11,66.15
891,1954,Italy,Europe,48064766.0,2.3,67.88
892,1954,Jamaica,North America,1521312.0,4.52,61.03
893,1954,Japan,Asia,87438747.0,2.65,64.6
894,1954,Jordan,Asia,608017.0,7.28,48.23
895,1954,Kazakhstan,Asia,7636765.0,4.48,56.11
896,1954,Kenya,Africa,6782300.0,7.57,43.64
897,1954,Kiribati,Australia and Oceania,35778.0,6.4,43.44
898,1954,North Korea,Asia,9972437.0,4.44,42.66
899,1954,South Korea,Asia,20520601.0,5.73,48.02
900,1954,Kuwait,Asia,188811.0,7.2,56.36
903,1954,Latvia,Europe,1995859.0,1.99,64.38
904,1954,Lebanon,Asia,1481960.0,5.73,60.85
905,1954,Lesotho,Africa,776514.0,5.86,43.33
906,1954,Liberia,Africa,991312.0,6.29,33.84
907,1954,Libya,Africa,1202737.0,7.32,37.89
908,1954,Lithuania,Europe,2609264.0,2.72,65.77
909,1954,Luxembourg,Europe,303452.0,2.06,66.37
912,1954,Madagascar,Africa,4444061.0,7.3,38.45
913,1954,Malawi,Africa,3187172.0,6.79,37.02
914,1954,Malaysia,Asia,6813378.0,6.25,56.06
915,1954,Maldives,Asia,78013.0,6.34,34.86
916,1954,Mali,Africa,4919547.0,6.54,28.34
917,1954,Malta,Europe,313735.0,4.07,66.55
919,1954,Mauritania,Africa,727440.0,6.49,39.77
920,1954,Mauritius,Africa,553623.0,5.82,51.78
922,1954,Mexico,North America,31599804.0,6.76,52.43
924,1954,Moldova,Europe,2556588.0,3.51,59.85
925,1954,Mongolia,Asia,838787.0,5.71,44.34
926,1954,Montenegro,Europe,433135.0,3.98,60.31
927,1954,Morocco,Africa,10163437.0,6.69,46.98
928,1954,Mozambique,Africa,6716811.0,6.6,34.25
930,1954,Namibia,Africa,526036.0,6.03,42.96
931,1954,Nepal,Asia,9137336.0,5.99,36.96
932,1954,Netherlands,Europe,10542244.0,3.03,72.39
935,1954,New Zealand,Australia and Oceania,2088194.0,3.46,70.36
936,1954,Nicaragua,North America,1459850.0,7.4,45.78
937,1954,Niger,Africa,2878395.0,6.91,35.95
938,1954,Nigeria,Africa,40399771.0,6.35,36.79
939,1954,Norway,Europe,3398028.0,2.7,73.28
940,1954,Oman,Asia,486310.0,7.25,38.82
941,1954,Pakistan,Asia,39714074.0,6.6,40.42
942,1954,Panama,North America,954272.0,5.82,58.14
943,1954,Papua New Guinea,Australia and Oceania,1796808.0,6.24,35.54
944,1954,Paraguay,South America,1631186.0,6.51,64.52
945,1954,Peru,South America,8559721.0,6.85,45.41
946,1954,Philippines,Asia,21416099.0,7.39,56.61
947,1954,Poland,Europe,26750026.0,3.57,62.97
948,1954,Portugal,Europe,8597225.0,3.1,62.25
950,1954,Qatar,Asia,34016.0,6.97,56.26
952,1954,Romania,Europe,17243807.0,3.1,61.47
954,1954,Rwanda,Africa,2448814.0,8.06,41.0
957,1954,Samoa,Australia and Oceania,91695.0,7.63,47.9
958,1954,Sao Tome and Principe,Africa,58238.0,6.19,47.52
959,1954,Saudi Arabia,Asia,3464554.0,7.16,44.05
960,1954,Senegal,Africa,2713038.0,6.66,36.34
961,1954,Serbia,Europe,7153366.0,3.04,60.12
962,1954,Seychelles,Africa,38453.0,4.91,57.57
963,1954,Sierra Leone,Africa,2028070.0,5.79,33.1
964,1954,Singapore,Asia,1240283.0,6.66,61.24
966,1954,Slovenia,Europe,1514789.0,2.48,66.34
967,1954,Solomon Islands,Australia and Oceania,99221.0,6.4,47.11
968,1954,Somalia,Africa,2443576.0,7.25,35.54
969,1954,South Africa,Africa,15019626.0,6.26,46.03
970,1954,Spain,Europe,28866150.0,2.59,66.98
971,1954,Sri Lanka,Asia,8653784.0,5.89,56.22
972,1954,Sudan,Africa,6368211.0,6.64,46.31
973,1954,Suriname,South America,243087.0,6.55,57.57
974,1954,Swaziland,Africa,299502.0,6.69,42.44
975,1954,Sweden,Europe,7217176.0,2.2,72.34
976,1954,Switzerland,Europe,4912885.0,2.31,70.02
977,1954,Syria,Asia,3805985.0,7.27,49.59
979,1954,Tajikistan,Asia,1724204.0,6.08,54.33
980,1954,Tanzania,Africa,8503218.0,6.77,43.18
981,1954,Thailand,Asia,23060429.0,6.14,52.32
983,1954,Togo,Africa,1461521.0,6.34,36.86
984,1954,Tonga,Australia and Oceania,54154.0,7.29,59.05
985,1954,Trinidad and Tobago,North America,717161.0,5.32,58.98
986,1954,Tunisia,Africa,3894386.0,6.75,40.06
987,1954,Turkey,Asia,23619469.0,6.58,42.76
988,1954,Turkmenistan,Asia,1317126.0,5.87,52.25
989,1954,Uganda,Africa,5748208.0,6.91,41.65
990,1954,Ukraine,Europe,39471682.0,2.85,64.42
991,1954,United Arab Emirates,Asia,76708.0,6.99,45.37
992,1954,United Kingdom,Europe,50938227.0,2.26,70.19
993,1954,United States,North America,167800046.0,3.49,69.58
994,1954,Uruguay,South America,2342044.0,2.76,66.47
995,1954,Uzbekistan,Asia,7596333.0,6.16,56.68
996,1954,Vanuatu,Australia and Oceania,53325.0,7.54,42.51
997,1954,Venezuela,South America,6500642.0,6.41,56.43
1000,1954,Vietnam,Asia,27370699.0,5.7,54.36
1002,1954,Yemen,Asia,4692620.0,7.27,26.87
1003,1954,Zambia,Africa,2572608.0,6.78,44.95
1004,1954,Zimbabwe,Africa,3105346.0,6.84,50.25
1005,1955,Afghanistan,Asia,8270024.0,7.67,29.27
1006,1955,Albania,Europe,1419969.0,6.37,57.45
1007,1955,Algeria,Africa,9829717.0,7.65,44.93
1008,1955,Angola,Africa,4808114.0,7.1,33.24
1009,1955,Antigua and Barbuda,North America,52611.0,4.53,60.41
1010,1955,Argentina,South America,18929350.0,3.14,64.03
1011,1955,Armenia,Europe,1563508.0,4.49,64.54
1013,1955,Australia,Australia and Oceania,9212824.0,3.28,70.16
1014,1955,Austria,Europe,6949482.0,2.29,67.58
1015,1955,Azerbaijan,Europe,3327733.0,5.39,59.21
1016,1955,Bahamas,North America,88619.0,4.18,60.39
1017,1955,Bahrain,Asia,133653.0,6.94,45.35
1018,1955,Bangladesh,Asia,42122171.0,6.5,43.91
1019,1955,Barbados,North America,227076.0,4.34,59.13
1020,1955,Belarus,Europe,7803537.0,2.69,66.77
1021,1955,Belgium,Europe,8870792.0,2.42,68.54
1022,1955,Belize,North America,79872.0,6.6,57.37
1023,1955,Benin,Africa,2303585.0,5.99,35.72
1024,1955,Bhutan,Asia,200089.0,6.67,33.12
1025,1955,Bolivia,South America,3365363.0,6.77,41.98
1026,1955,Bosnia and Herzegovina,Europe,2931849.0,4.54,57.94
1027,1955,Botswana,Africa,469671.0,6.54,48.45
1028,1955,Brazil,South America,62655984.0,6.14,52.66
1029,1955,Brunei,Asia,63401.0,6.54,59.45
1030,1955,Bulgaria,Europe,7541295.0,2.39,64.84
1032,1955,Burundi,Africa,2531800.0,6.8,39.25
1033,1955,Cambodia,Asia,5045284.0,6.95,41.52
1034,1955,Cameroon,Africa,4873726.0,5.47,40.87
1035,1955,Canada,North America,15733858.0,3.81,70.02
1036,1955,Cape Verde,Africa,197422.0,6.66,49.19
1037,1955,Central African Republic,Africa,1399493.0,5.65,35.18
1038,1955,Chad,Africa,2735936.0,6.15,38.9
1040,1955,Chile,South America,6862211.0,5.3,55.29
1041,1955,China,Asia,598574241.0,5.98,47.2
1042,1955,Colombia,South America,14225197.0,6.76,54.15
1043,1955,Comoros,Africa,173149.0,6.35,41.99
1046,1955,Costa Rica,North America,1119619.0,6.95,58.98
1048,1955,Croatia,Europe,4030418.0,2.56,62.58
1049,1955,Cuba,North America,6539470.0,3.68,60.89
1050,1955,Cyprus,Europe,529971.0,3.57,67.87
1051,1955,Czech Republic,Europe,9353086.0,2.5,69.06
1052,1955,Denmark,Europe,4439594.0,2.58,71.97
1053,1955,Djibouti,Africa,69594.0,6.34,43.23
1054,1955,Dominican Republic,North America,2780660.0,7.67,49.15
1055,1955,Ecuador,South America,3957482.0,6.72,50.54
1056,1955,Egypt,Africa,23656216.0,6.66,44.3
1057,1955,El Salvador,North America,2429331.0,6.47,47.8
1058,1955,Equatorial Guinea,Africa,237676.0,5.5,35.95
1059,1955,Eritrea,Africa,1258926.0,6.99,37.58
1060,1955,Estonia,Europe,1159238.0,2.02,65.73
1061,1955,Ethiopia,Africa,19947265.0,6.99,34.72
1062,1955,Fiji,Australia and Oceania,334976.0,6.87,53.4
1063,1955,Finland,Europe,4235423.0,2.93,67.39
1064,1955,France,Europe,43528065.0,2.68,68.54
1067,1955,Gabon,Africa,482558.0,4.07,37.54
1068,1955,Gambia,Africa,304033.0,5.37,33.65
1069,1955,Georgia,Europe,3839464.0,2.92,61.54
1070,1955,Germany,Europe,71313740.0,2.21,68.28
1071,1955,Ghana,Africa,5680406.0,6.54,43.83
1072,1955,Greece,Europe,7935409.0,2.29,66.46
1074,1955,Grenada,North America,81028.0,6.43,58.07
1077,1955,Guatemala,North America,3614477.0,6.75,43.73
1078,1955,Guinea,Africa,3316142.0,6.03,34.35
1079,1955,Guinea-Bissau,Africa,575377.0,6.36,41.2
1080,1955,Guyana,South America,485041.0,5.86,58.21
1081,1955,Haiti,North America,3514072.0,6.3,39.12
1082,1955,Honduras,North America,1717045.0,7.51,44.16
1084,1955,Hungary,Europe,9828971.0,2.52,66.91
1085,1955,Iceland,Europe,157584.0,4.1,73.4
1086,1955,India,Asia,409280196.0,5.91,37.79
1087,1955,Indonesia,Asia,77327799.0,5.62,40.68
1088,1955,Iran,Asia,19293998.0,6.91,42.84
1089,1955,Iraq,Asia,6502655.0,6.52,40.81
1090,1955,Ireland,Europe,2899055.0,3.44,68.46
1091,1955,Israel,Asia,1718955.0,4.03,66.65
1092,1955,Italy,Europe,48350847.0,2.28,68.23
1093,1955,Jamaica,North America,1542523.0,4.7,61.95
1094,1955,Japan,Asia,88389994.0,2.47,65.76
1095,1955,Jordan,Asia,645724.0,7.28,49.09
1096,1955,Kazakhstan,Asia,7992002.0,4.52,56.58
1097,1955,Kenya,Africa,6979939.0,7.64,44.17
1098,1955,Kiribati,Australia and Oceania,36597.0,6.54,43.85
1099,1955,North Korea,Asia,10086993.0,4.79,46.7
1100,1955,South Korea,Asia,21168611.0,6.01,49.55
1101,1955,Kuwait,Asia,194795.0,7.19,57.43
1104,1955,Latvia,Europe,2015009.0,1.98,65.46
1105,1955,Lebanon,Asia,1532111.0,5.73,61.23
1106,1955,Lesotho,Africa,787760.0,5.86,43.96
1107,1955,Liberia,Africa,1010064.0,6.3,34.07
1108,1955,Libya,Africa,1233025.0,7.36,38.39
1109,1955,Lithuania,Europe,2629571.0,2.72,66.38
1110,1955,Luxembourg,Europe,305265.0,2.12,66.67
1113,1955,Madagascar,Africa,4543542.0,7.3,39.03
1114,1955,Malawi,Africa,3252341.0,6.8,37.24
1115,1955,Malaysia,Asia,7016097.0,6.26,56.72
1116,1955,Maldives,Asia,79704.0,6.5,35.27
1117,1955,Mali,Africa,4975401.0,6.57,28.6
1118,1955,Malta,Europe,313914.0,4.01,66.79
1120,1955,Mauritania,Africa,746804.0,6.57,40.42
1121,1955,Mauritius,Africa,570645.0,5.83,52.92
1123,1955,Mexico,North America,32605178.0,6.78,53.39
1125,1955,Moldova,Europe,2627007.0,3.5,60.27
1126,1955,Mongolia,Asia,855101.0,5.86,44.96
1127,1955,Montenegro,Europe,443796.0,3.93,60.78
1128,1955,Morocco,Africa,10502663.0,6.76,47.39
1129,1955,Mozambique,Africa,6832115.0,6.6,34.91
1131,1955,Namibia,Africa,537519.0,6.05,43.69
1132,1955,Nepal,Asia,9290174.0,5.99,37.43
1133,1955,Netherlands,Europe,10680632.0,3.03,72.51
1136,1955,New Zealand,Australia and Oceania,2136000.0,3.49,70.49
1137,1955,Nicaragua,North America,1508020.0,7.47,46.59
